time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.700000E+01 0.000000E+00 3.660000E+02 0.000000E+00
2.000000E-04 2.000000E+02 0.000000E+00 1.751000E+03 0.000000E+00
3.000000E-04 5.080000E+02 1.700000E+01 3.901000E+03 2.200000E+01
4.000000E-04 9.410000E+02 3.200000E+01 6.463000E+03 1.100000E+02
5.000000E-04 1.466000E+03 8.900000E+01 9.270000E+03 2.290000E+02
6.000000E-04 1.978000E+03 1.600000E+02 1.197700E+04 4.580000E+02
7.000000E-04 2.565000E+03 2.210000E+02 1.475300E+04 6.040000E+02
8.000000E-04 3.167000E+03 2.830000E+02 1.752200E+04 7.790000E+02
9.000000E-04 3.776000E+03 3.270000E+02 2.029800E+04 9.070000E+02
1.000000E-03 4.385000E+03 3.710000E+02 2.320500E+04 1.026000E+03
1.100000E-03 4.962000E+03 4.030000E+02 2.602800E+04 1.136000E+03
1.200000E-03 5.586000E+03 4.500000E+02 2.887000E+04 1.278000E+03
1.300000E-03 6.206000E+03 4.960000E+02 3.171600E+04 1.452000E+03
1.400000E-03 6.784000E+03 5.650000E+02 3.454000E+04 1.559000E+03
1.500000E-03 7.406000E+03 5.910000E+02 3.724500E+04 1.741000E+03
1.600000E-03 8.059000E+03 6.300000E+02 4.000400E+04 1.875000E+03
1.700000E-03 8.657000E+03 7.040000E+02 4.283300E+04 1.980000E+03
1.800000E-03 9.226000E+03 7.750000E+02 4.559200E+04 2.148000E+03
1.900000E-03 9.737000E+03 8.140000E+02 4.834500E+04 2.276000E+03
2.000000E-03 1.030600E+04 8.610000E+02 5.115600E+04 2.472000E+03
2.100000E-03 1.091400E+04 8.920000E+02 5.396200E+04 2.627000E+03
2.200000E-03 1.150000E+04 9.260000E+02 5.677900E+04 2.738000E+03
2.300000E-03 1.208200E+04 9.990000E+02 5.947200E+04 2.858000E+03
2.400000E-03 1.265100E+04 1.071000E+03 6.226600E+04 2.941000E+03
2.500000E-03 1.320500E+04 1.135000E+03 6.494600E+04 3.139000E+03
2.600000E-03 1.372000E+04 1.169000E+03 6.777300E+04 3.256000E+03
2.700000E-03 1.427800E+04 1.185000E+03 7.056400E+04 3.461000E+03
2.800000E-03 1.480600E+04 1.228000E+03 7.333000E+04 3.579000E+03
2.900000E-03 1.529600E+04 1.277000E+03 7.623500E+04 3.721000E+03
3.000000E-03 1.581200E+04 1.358000E+03 7.914100E+04 3.904000E+03
3.100000E-03 1.639000E+04 1.442000E+03 8.190300E+04 3.996000E+03
3.200000E-03 1.693800E+04 1.503000E+03 8.480500E+04 4.155000E+03
3.300000E-03 1.756100E+04 1.552000E+03 8.768400E+04 4.285000E+03
3.400000E-03 1.816000E+04 1.627000E+03 9.055600E+04 4.385000E+03
3.500000E-03 1.881500E+04 1.669000E+03 9.340300E+04 4.580000E+03
3.600000E-03 1.945000E+04 1.729000E+03 9.614100E+04 4.692000E+03
3.700000E-03 2.001000E+04 1.781000E+03 9.907900E+04 4.813000E+03
3.800000E-03 2.058400E+04 1.830000E+03 1.019320E+05 4.922000E+03
3.900000E-03 2.111400E+04 1.871000E+03 1.047590E+05 5.065000E+03
4.000000E-03 2.163100E+04 1.927000E+03 1.075580E+05 5.218000E+03
4.100000E-03 2.217500E+04 1.963000E+03 1.104000E+05 5.347000E+03
4.200000E-03 2.276700E+04 2.028000E+03 1.131540E+05 5.529000E+03
4.300000E-03 2.335700E+04 2.078000E+03 1.159410E+05 5.692000E+03
4.400000E-03 2.398100E+04 2.151000E+03 1.186520E+05 5.819000E+03
4.500000E-03 2.465000E+04 2.188000E+03 1.214550E+05 5.980000E+03
4.600000E-03 2.521600E+04 2.258000E+03 1.242980E+05 6.136000E+03
4.700000E-03 2.580700E+04 2.325000E+03 1.271430E+05 6.307000E+03
4.800000E-03 2.642700E+04 2.404000E+03 1.299510E+05 6.458000E+03
4.900000E-03 2.699600E+04 2.448000E+03 1.327410E+05 6.662000E+03
5.000000E-03 2.756200E+04 2.487000E+03 1.355830E+05 6.804000E+03
5.100000E-03 2.807900E+04 2.541000E+03 1.383990E+05 6.970000E+03
5.200000E-03 2.871600E+04 2.582000E+03 1.412230E+05 7.104000E+03
5.300000E-03 2.932300E+04 2.662000E+03 1.438790E+05 7.253000E+03
5.400000E-03 2.992100E+04 2.735000E+03 1.467010E+05 7.364000E+03
5.500000E-03 3.043900E+04 2.797000E+03 1.495230E+05 7.540000E+03
5.600000E-03 3.099800E+04 2.881000E+03 1.523010E+05 7.680000E+03
5.700000E-03 3.153800E+04 2.954000E+03 1.550420E+05 7.770000E+03
5.800000E-03 3.204400E+04 3.019000E+03 1.578640E+05 7.951000E+03
5.900000E-03 3.260200E+04 3.062000E+03 1.606220E+05 8.087000E+03
6.000000E-03 3.316800E+04 3.144000E+03 1.634660E+05 8.296000E+03
6.100000E-03 3.373000E+04 3.234000E+03 1.663130E+05 8.387000E+03
6.200000E-03 3.435700E+04 3.286000E+03 1.691400E+05 8.561000E+03
6.300000E-03 3.492100E+04 3.341000E+03 1.720160E+05 8.679000E+03
6.400000E-03 3.552200E+04 3.384000E+03 1.748560E+05 8.787000E+03
6.500000E-03 3.608200E+04 3.477000E+03 1.777140E+05 8.929000E+03
6.600000E-03 3.665800E+04 3.525000E+03 1.804980E+05 9.146000E+03
6.700000E-03 3.723600E+04 3.563000E+03 1.833030E+05 9.261000E+03
6.800000E-03 3.777700E+04 3.639000E+03 1.860700E+05 9.416000E+03
6.900000E-03 3.832100E+04 3.681000E+03 1.889420E+05 9.576000E+03
7.000000E-03 3.885700E+04 3.708000E+03 1.918270E+05 9.680000E+03
7.100000E-03 3.941900E+04 3.765000E+03 1.946870E+05 9.840000E+03
7.200000E-03 4.003100E+04 3.824000E+03 1.974460E+05 9.974000E+03
7.300000E-03 4.062400E+04 3.893000E+03 2.002390E+05 1.016400E+04
7.400000E-03 4.123900E+04 3.953000E+03 2.030330E+05 1.028500E+04
7.500000E-03 4.179500E+04 4.013000E+03 2.059000E+05 1.046400E+04
7.600000E-03 4.242000E+04 4.080000E+03 2.086520E+05 1.061700E+04
7.700000E-03 4.301800E+04 4.149000E+03 2.114080E+05 1.069900E+04
7.800000E-03 4.363500E+04 4.228000E+03 2.141940E+05 1.081700E+04
7.900000E-03 4.422600E+04 4.291000E+03 2.170600E+05 1.097200E+04
8.000000E-03 4.475700E+04 4.364000E+03 2.199290E+05 1.111600E+04
8.100000E-03 4.533800E+04 4.428000E+03 2.227290E+05 1.125800E+04
8.200000E-03 4.590300E+04 4.518000E+03 2.254920E+05 1.140100E+04
8.300000E-03 4.643100E+04 4.561000E+03 2.283600E+05 1.153200E+04
8.400000E-03 4.696100E+04 4.596000E+03 2.311830E+05 1.163000E+04
8.500000E-03 4.753300E+04 4.654000E+03 2.340230E+05 1.179200E+04
8.600000E-03 4.810100E+04 4.698000E+03 2.368640E+05 1.193200E+04
8.700000E-03 4.870900E+04 4.760000E+03 2.398040E+05 1.207800E+04
