time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.400000E+01 0.000000E+00 3.920000E+02 0.000000E+00
2.000000E-04 2.180000E+02 0.000000E+00 1.768000E+03 1.000000E+01
3.000000E-04 5.080000E+02 1.400000E+01 3.871000E+03 7.500000E+01
4.000000E-04 9.350000E+02 3.600000E+01 6.397000E+03 1.770000E+02
5.000000E-04 1.478000E+03 8.800000E+01 9.141000E+03 2.810000E+02
6.000000E-04 2.088000E+03 1.450000E+02 1.198400E+04 4.590000E+02
7.000000E-04 2.741000E+03 1.890000E+02 1.473000E+04 6.230000E+02
8.000000E-04 3.362000E+03 2.340000E+02 1.751200E+04 7.990000E+02
9.000000E-04 3.935000E+03 3.320000E+02 2.036000E+04 9.110000E+02
1.000000E-03 4.508000E+03 3.530000E+02 2.316700E+04 1.036000E+03
1.100000E-03 5.043000E+03 4.820000E+02 2.599900E+04 1.183000E+03
1.200000E-03 5.558000E+03 5.530000E+02 2.882700E+04 1.323000E+03
1.300000E-03 6.110000E+03 6.240000E+02 3.168200E+04 1.459000E+03
1.400000E-03 6.668000E+03 6.550000E+02 3.455900E+04 1.565000E+03
1.500000E-03 7.234000E+03 7.080000E+02 3.735100E+04 1.690000E+03
1.600000E-03 7.821000E+03 7.730000E+02 4.014500E+04 1.890000E+03
1.700000E-03 8.358000E+03 8.380000E+02 4.307800E+04 2.004000E+03
1.800000E-03 8.867000E+03 9.200000E+02 4.593200E+04 2.155000E+03
1.900000E-03 9.378000E+03 9.590000E+02 4.865900E+04 2.300000E+03
2.000000E-03 9.916000E+03 1.041000E+03 5.145300E+04 2.481000E+03
2.100000E-03 1.050400E+04 1.098000E+03 5.419000E+04 2.593000E+03
2.200000E-03 1.106800E+04 1.160000E+03 5.698900E+04 2.746000E+03
2.300000E-03 1.163300E+04 1.211000E+03 5.984300E+04 2.895000E+03
2.400000E-03 1.216700E+04 1.275000E+03 6.269100E+04 3.044000E+03
