time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 4.800000E+01 0.000000E+00 3.980000E+02 0.000000E+00
2.000000E-04 2.450000E+02 0.000000E+00 1.860000E+03 0.000000E+00
3.000000E-04 5.900000E+02 2.700000E+01 4.001000E+03 3.600000E+01
4.000000E-04 1.074000E+03 5.700000E+01 6.501000E+03 2.180000E+02
5.000000E-04 1.586000E+03 1.140000E+02 9.163000E+03 3.450000E+02
6.000000E-04 2.110000E+03 1.530000E+02 1.201500E+04 4.950000E+02
7.000000E-04 2.688000E+03 1.790000E+02 1.481800E+04 6.290000E+02
8.000000E-04 3.264000E+03 2.390000E+02 1.760000E+04 7.510000E+02
9.000000E-04 3.856000E+03 2.740000E+02 2.046100E+04 9.060000E+02
1.000000E-03 4.434000E+03 3.050000E+02 2.347700E+04 1.050000E+03
1.100000E-03 4.925000E+03 3.670000E+02 2.639300E+04 1.162000E+03
1.200000E-03 5.506000E+03 4.300000E+02 2.924000E+04 1.374000E+03
1.300000E-03 6.094000E+03 4.770000E+02 3.206100E+04 1.469000E+03
1.400000E-03 6.760000E+03 5.380000E+02 3.491600E+04 1.641000E+03
1.500000E-03 7.391000E+03 5.770000E+02 3.780000E+04 1.743000E+03
1.600000E-03 7.963000E+03 6.050000E+02 4.058800E+04 1.947000E+03
1.700000E-03 8.544000E+03 6.370000E+02 4.337200E+04 2.055000E+03
1.800000E-03 9.072000E+03 6.560000E+02 4.609800E+04 2.173000E+03
1.900000E-03 9.666000E+03 7.030000E+02 4.879100E+04 2.322000E+03
2.000000E-03 1.020400E+04 7.670000E+02 5.159800E+04 2.413000E+03
2.100000E-03 1.076800E+04 7.900000E+02 5.429700E+04 2.552000E+03
2.200000E-03 1.134300E+04 8.430000E+02 5.708600E+04 2.752000E+03
2.300000E-03 1.189700E+04 8.840000E+02 5.987100E+04 2.859000E+03
2.400000E-03 1.242200E+04 9.270000E+02 6.270300E+04 2.992000E+03
2.500000E-03 1.296300E+04 9.900000E+02 6.547500E+04 3.142000E+03
2.600000E-03 1.347200E+04 1.018000E+03 6.810800E+04 3.338000E+03
2.700000E-03 1.397400E+04 1.090000E+03 7.094000E+04 3.454000E+03
2.800000E-03 1.442900E+04 1.171000E+03 7.374000E+04 3.594000E+03
2.900000E-03 1.490300E+04 1.214000E+03 7.651600E+04 3.742000E+03
3.000000E-03 1.544400E+04 1.261000E+03 7.927800E+04 3.881000E+03
3.100000E-03 1.600600E+04 1.335000E+03 8.221200E+04 4.045000E+03
3.200000E-03 1.657100E+04 1.384000E+03 8.509900E+04 4.166000E+03
3.300000E-03 1.713000E+04 1.486000E+03 8.792800E+04 4.319000E+03
3.400000E-03 1.775300E+04 1.513000E+03 9.078500E+04 4.432000E+03
3.500000E-03 1.834400E+04 1.532000E+03 9.359900E+04 4.574000E+03
3.600000E-03 1.897300E+04 1.606000E+03 9.646000E+04 4.740000E+03
3.700000E-03 1.956500E+04 1.675000E+03 9.920300E+04 4.887000E+03
3.800000E-03 2.015400E+04 1.726000E+03 1.020920E+05 5.058000E+03
3.900000E-03 2.073400E+04 1.758000E+03 1.049470E+05 5.174000E+03
4.000000E-03 2.131900E+04 1.808000E+03 1.076540E+05 5.393000E+03
4.100000E-03 2.186200E+04 1.881000E+03 1.103390E+05 5.531000E+03
4.200000E-03 2.239000E+04 1.940000E+03 1.131630E+05 5.650000E+03
4.300000E-03 2.298200E+04 1.982000E+03 1.160250E+05 5.760000E+03
4.400000E-03 2.358000E+04 2.018000E+03 1.187810E+05 5.900000E+03
4.500000E-03 2.420300E+04 2.072000E+03 1.216420E+05 6.071000E+03
4.600000E-03 2.476900E+04 2.134000E+03 1.244910E+05 6.265000E+03
4.700000E-03 2.532400E+04 2.176000E+03 1.271910E+05 6.404000E+03
4.800000E-03 2.588900E+04 2.223000E+03 1.299510E+05 6.534000E+03
4.900000E-03 2.643700E+04 2.278000E+03 1.327190E+05 6.645000E+03
5.000000E-03 2.700000E+04 2.360000E+03 1.354130E+05 6.761000E+03
5.100000E-03 2.756700E+04 2.403000E+03 1.381440E+05 6.878000E+03
5.200000E-03 2.813200E+04 2.454000E+03 1.409820E+05 7.026000E+03
5.300000E-03 2.874600E+04 2.517000E+03 1.438510E+05 7.169000E+03
