time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.900000E+01 0.000000E+00 4.340000E+02 0.000000E+00
2.000000E-04 2.140000E+02 8.000000E+00 1.875000E+03 2.000000E+01
3.000000E-04 5.440000E+02 2.600000E+01 4.032000E+03 1.000000E+02
4.000000E-04 9.810000E+02 6.000000E+01 6.593000E+03 1.890000E+02
5.000000E-04 1.470000E+03 8.900000E+01 9.316000E+03 3.350000E+02
6.000000E-04 2.043000E+03 1.660000E+02 1.208800E+04 5.200000E+02
7.000000E-04 2.663000E+03 2.320000E+02 1.484400E+04 5.980000E+02
8.000000E-04 3.214000E+03 2.810000E+02 1.761700E+04 8.080000E+02
9.000000E-04 3.775000E+03 3.040000E+02 2.054700E+04 8.830000E+02
1.000000E-03 4.368000E+03 3.850000E+02 2.346000E+04 1.011000E+03
1.100000E-03 4.992000E+03 4.310000E+02 2.637700E+04 1.141000E+03
1.200000E-03 5.532000E+03 5.290000E+02 2.927800E+04 1.291000E+03
1.300000E-03 6.095000E+03 5.910000E+02 3.213100E+04 1.426000E+03
1.400000E-03 6.710000E+03 6.410000E+02 3.492300E+04 1.570000E+03
1.500000E-03 7.299000E+03 7.150000E+02 3.766300E+04 1.701000E+03
1.600000E-03 7.896000E+03 7.610000E+02 4.039100E+04 1.875000E+03
1.700000E-03 8.515000E+03 8.170000E+02 4.316600E+04 1.979000E+03
1.800000E-03 9.069000E+03 8.750000E+02 4.604600E+04 2.173000E+03
1.900000E-03 9.580000E+03 9.160000E+02 4.883300E+04 2.276000E+03
2.000000E-03 1.020100E+04 9.480000E+02 5.164500E+04 2.438000E+03
2.100000E-03 1.081800E+04 1.045000E+03 5.441400E+04 2.545000E+03
2.200000E-03 1.140500E+04 1.092000E+03 5.717100E+04 2.731000E+03
2.300000E-03 1.194500E+04 1.137000E+03 5.992700E+04 2.828000E+03
2.400000E-03 1.255700E+04 1.201000E+03 6.272200E+04 3.021000E+03
2.500000E-03 1.316200E+04 1.267000E+03 6.545900E+04 3.146000E+03
2.600000E-03 1.373300E+04 1.315000E+03 6.819600E+04 3.325000E+03
2.700000E-03 1.428800E+04 1.359000E+03 7.093700E+04 3.462000E+03
2.800000E-03 1.484000E+04 1.414000E+03 7.365200E+04 3.690000E+03
2.900000E-03 1.542800E+04 1.480000E+03 7.649000E+04 3.816000E+03
3.000000E-03 1.601900E+04 1.526000E+03 7.921500E+04 3.893000E+03
3.100000E-03 1.654400E+04 1.574000E+03 8.207600E+04 4.028000E+03
3.200000E-03 1.703300E+04 1.624000E+03 8.494900E+04 4.177000E+03
3.300000E-03 1.760900E+04 1.668000E+03 8.783300E+04 4.315000E+03
3.400000E-03 1.818400E+04 1.717000E+03 9.057300E+04 4.419000E+03
3.500000E-03 1.871300E+04 1.778000E+03 9.342300E+04 4.573000E+03
3.600000E-03 1.928100E+04 1.836000E+03 9.629400E+04 4.778000E+03
3.700000E-03 1.982900E+04 1.881000E+03 9.911000E+04 4.905000E+03
3.800000E-03 2.035400E+04 1.940000E+03 1.019580E+05 5.035000E+03
3.900000E-03 2.095900E+04 2.012000E+03 1.047530E+05 5.183000E+03
4.000000E-03 2.151900E+04 2.050000E+03 1.074520E+05 5.306000E+03
4.100000E-03 2.214600E+04 2.117000E+03 1.102420E+05 5.503000E+03
4.200000E-03 2.273000E+04 2.180000E+03 1.129700E+05 5.664000E+03
4.300000E-03 2.331700E+04 2.253000E+03 1.158690E+05 5.814000E+03
4.400000E-03 2.390900E+04 2.283000E+03 1.187130E+05 5.929000E+03
4.500000E-03 2.454500E+04 2.342000E+03 1.215460E+05 6.075000E+03
4.600000E-03 2.508200E+04 2.400000E+03 1.243970E+05 6.252000E+03
4.700000E-03 2.558500E+04 2.463000E+03 1.272120E+05 6.433000E+03
4.800000E-03 2.618100E+04 2.525000E+03 1.300490E+05 6.557000E+03
4.900000E-03 2.679600E+04 2.597000E+03 1.328950E+05 6.719000E+03
5.000000E-03 2.738600E+04 2.650000E+03 1.356470E+05 6.836000E+03
5.100000E-03 2.792700E+04 2.730000E+03 1.385400E+05 6.977000E+03
5.200000E-03 2.846300E+04 2.772000E+03 1.412830E+05 7.082000E+03
5.300000E-03 2.901400E+04 2.811000E+03 1.441830E+05 7.254000E+03
5.400000E-03 2.964700E+04 2.884000E+03 1.470120E+05 7.421000E+03
5.500000E-03 3.023700E+04 2.918000E+03 1.497630E+05 7.527000E+03
5.600000E-03 3.081800E+04 2.978000E+03 1.525840E+05 7.666000E+03
5.700000E-03 3.136300E+04 3.028000E+03 1.553610E+05 7.799000E+03
5.800000E-03 3.192300E+04 3.082000E+03 1.581420E+05 7.953000E+03
5.900000E-03 3.245500E+04 3.117000E+03 1.608990E+05 8.166000E+03
6.000000E-03 3.301800E+04 3.182000E+03 1.637440E+05 8.313000E+03
6.100000E-03 3.358600E+04 3.232000E+03 1.666130E+05 8.427000E+03
6.200000E-03 3.417400E+04 3.285000E+03 1.694480E+05 8.604000E+03
6.300000E-03 3.475000E+04 3.358000E+03 1.721960E+05 8.716000E+03
6.400000E-03 3.527900E+04 3.434000E+03 1.749850E+05 8.830000E+03
6.500000E-03 3.578000E+04 3.471000E+03 1.778560E+05 9.003000E+03
6.600000E-03 3.623600E+04 3.508000E+03 1.806400E+05 9.145000E+03
6.700000E-03 3.680200E+04 3.573000E+03 1.833700E+05 9.306000E+03
6.800000E-03 3.736600E+04 3.648000E+03 1.862070E+05 9.448000E+03
6.900000E-03 3.792500E+04 3.703000E+03 1.889980E+05 9.586000E+03
7.000000E-03 3.848100E+04 3.768000E+03 1.918370E+05 9.724000E+03
7.100000E-03 3.896500E+04 3.827000E+03 1.945040E+05 9.883000E+03
7.200000E-03 3.951200E+04 3.852000E+03 1.974030E+05 9.987000E+03
7.300000E-03 4.005600E+04 3.903000E+03 2.002400E+05 1.017100E+04
7.400000E-03 4.062700E+04 3.939000E+03 2.030220E+05 1.031700E+04
7.500000E-03 4.121500E+04 4.001000E+03 2.058390E+05 1.045200E+04
7.600000E-03 4.175900E+04 4.064000E+03 2.087230E+05 1.063200E+04
7.700000E-03 4.229200E+04 4.120000E+03 2.115580E+05 1.072800E+04
7.800000E-03 4.279000E+04 4.160000E+03 2.143350E+05 1.088300E+04
7.900000E-03 4.341300E+04 4.190000E+03 2.171210E+05 1.103800E+04
8.000000E-03 4.395500E+04 4.280000E+03 2.198390E+05 1.114300E+04
8.100000E-03 4.451600E+04 4.390000E+03 2.225770E+05 1.129800E+04
8.200000E-03 4.503500E+04 4.431000E+03 2.253000E+05 1.148600E+04
8.300000E-03 4.563900E+04 4.485000E+03 2.279790E+05 1.160300E+04
8.400000E-03 4.626100E+04 4.536000E+03 2.307820E+05 1.170100E+04
8.500000E-03 4.681500E+04 4.573000E+03 2.335550E+05 1.187600E+04
8.600000E-03 4.743400E+04 4.653000E+03 2.364610E+05 1.201500E+04
8.700000E-03 4.805600E+04 4.702000E+03 2.392560E+05 1.213000E+04
8.800000E-03 4.866700E+04 4.730000E+03 2.420370E+05 1.229700E+04
8.900000E-03 4.926400E+04 4.750000E+03 2.448330E+05 1.243900E+04
9.000000E-03 4.988600E+04 4.837000E+03 2.476350E+05 1.257900E+04
9.100000E-03 5.048400E+04 4.906000E+03 2.504230E+05 1.276800E+04
9.200000E-03 5.104400E+04 4.952000E+03 2.533990E+05 1.285600E+04
9.300000E-03 5.160100E+04 5.006000E+03 2.562180E+05 1.299500E+04
9.400000E-03 5.221600E+04 5.073000E+03 2.589930E+05 1.313900E+04
9.500000E-03 5.275200E+04 5.145000E+03 2.618410E+05 1.333500E+04
9.600000E-03 5.327500E+04 5.207000E+03 2.646110E+05 1.345100E+04
9.700000E-03 5.381600E+04 5.246000E+03 2.674910E+05 1.360900E+04
9.800000E-03 5.435500E+04 5.312000E+03 2.702830E+05 1.375000E+04
9.900000E-03 5.488700E+04 5.352000E+03 2.730830E+05 1.388200E+04
1.000000E-02 5.543500E+04 5.422000E+03 2.760400E+05 1.402100E+04
