time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.400000E+01 0.000000E+00 3.410000E+02 0.000000E+00
2.000000E-04 2.270000E+02 0.000000E+00 1.658000E+03 9.000000E+00
3.000000E-04 5.800000E+02 1.400000E+01 3.725000E+03 4.300000E+01
4.000000E-04 1.076000E+03 4.600000E+01 6.218000E+03 1.380000E+02
5.000000E-04 1.634000E+03 1.090000E+02 8.911000E+03 2.670000E+02
6.000000E-04 2.153000E+03 1.660000E+02 1.176300E+04 4.030000E+02
7.000000E-04 2.752000E+03 2.170000E+02 1.458500E+04 5.440000E+02
8.000000E-04 3.308000E+03 2.350000E+02 1.739500E+04 6.610000E+02
9.000000E-04 3.839000E+03 2.880000E+02 2.016800E+04 8.340000E+02
1.000000E-03 4.425000E+03 3.170000E+02 2.302700E+04 9.990000E+02
1.100000E-03 5.016000E+03 3.940000E+02 2.582400E+04 1.198000E+03
1.200000E-03 5.562000E+03 4.670000E+02 2.872700E+04 1.302000E+03
1.300000E-03 6.114000E+03 5.270000E+02 3.158300E+04 1.400000E+03
1.400000E-03 6.665000E+03 5.670000E+02 3.442800E+04 1.570000E+03
1.500000E-03 7.257000E+03 6.450000E+02 3.720100E+04 1.777000E+03
1.600000E-03 7.807000E+03 7.280000E+02 3.997500E+04 1.857000E+03
1.700000E-03 8.432000E+03 8.350000E+02 4.271800E+04 2.014000E+03
1.800000E-03 9.062000E+03 8.890000E+02 4.559300E+04 2.169000E+03
1.900000E-03 9.684000E+03 9.530000E+02 4.829900E+04 2.307000E+03
2.000000E-03 1.030100E+04 9.980000E+02 5.106200E+04 2.452000E+03
2.100000E-03 1.084700E+04 1.076000E+03 5.380500E+04 2.613000E+03
2.200000E-03 1.137500E+04 1.135000E+03 5.654500E+04 2.722000E+03
2.300000E-03 1.195800E+04 1.184000E+03 5.927400E+04 2.920000E+03
2.400000E-03 1.259400E+04 1.243000E+03 6.200700E+04 3.026000E+03
2.500000E-03 1.318000E+04 1.322000E+03 6.488100E+04 3.184000E+03
2.600000E-03 1.374600E+04 1.374000E+03 6.772100E+04 3.304000E+03
2.700000E-03 1.433300E+04 1.442000E+03 7.057900E+04 3.433000E+03
2.800000E-03 1.483700E+04 1.491000E+03 7.340700E+04 3.562000E+03
2.900000E-03 1.534700E+04 1.588000E+03 7.615700E+04 3.732000E+03
3.000000E-03 1.589400E+04 1.660000E+03 7.899600E+04 3.889000E+03
3.100000E-03 1.642700E+04 1.695000E+03 8.190700E+04 4.047000E+03
3.200000E-03 1.701300E+04 1.750000E+03 8.477600E+04 4.177000E+03
3.300000E-03 1.756000E+04 1.799000E+03 8.763400E+04 4.361000E+03
3.400000E-03 1.810400E+04 1.883000E+03 9.032800E+04 4.508000E+03
3.500000E-03 1.869200E+04 1.934000E+03 9.311600E+04 4.670000E+03
3.600000E-03 1.931300E+04 2.017000E+03 9.587900E+04 4.820000E+03
3.700000E-03 1.988900E+04 2.108000E+03 9.876900E+04 4.955000E+03
3.800000E-03 2.044600E+04 2.167000E+03 1.015760E+05 5.009000E+03
3.900000E-03 2.098900E+04 2.218000E+03 1.045470E+05 5.199000E+03
4.000000E-03 2.158200E+04 2.286000E+03 1.073320E+05 5.319000E+03
4.100000E-03 2.213900E+04 2.352000E+03 1.101020E+05 5.477000E+03
4.200000E-03 2.273100E+04 2.374000E+03 1.129070E+05 5.612000E+03
4.300000E-03 2.335800E+04 2.424000E+03 1.156720E+05 5.723000E+03
