time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 4.100000E+01 0.000000E+00 3.590000E+02 0.000000E+00
2.000000E-04 2.420000E+02 0.000000E+00 1.674000E+03 1.000000E+01
3.000000E-04 5.690000E+02 2.600000E+01 3.767000E+03 4.500000E+01
4.000000E-04 1.003000E+03 6.200000E+01 6.248000E+03 1.560000E+02
5.000000E-04 1.519000E+03 9.700000E+01 9.020000E+03 3.120000E+02
6.000000E-04 2.140000E+03 1.490000E+02 1.175400E+04 4.710000E+02
7.000000E-04 2.795000E+03 1.930000E+02 1.446800E+04 6.530000E+02
8.000000E-04 3.361000E+03 2.810000E+02 1.724200E+04 7.740000E+02
9.000000E-04 3.946000E+03 3.150000E+02 2.004100E+04 9.210000E+02
1.000000E-03 4.531000E+03 3.750000E+02 2.292200E+04 1.040000E+03
1.100000E-03 5.092000E+03 4.330000E+02 2.576600E+04 1.162000E+03
1.200000E-03 5.651000E+03 5.390000E+02 2.862000E+04 1.291000E+03
1.300000E-03 6.216000E+03 6.010000E+02 3.147100E+04 1.514000E+03
1.400000E-03 6.763000E+03 6.550000E+02 3.415600E+04 1.626000E+03
1.500000E-03 7.326000E+03 7.140000E+02 3.696300E+04 1.733000E+03
1.600000E-03 7.861000E+03 7.670000E+02 3.982400E+04 1.906000E+03
1.700000E-03 8.482000E+03 8.140000E+02 4.269800E+04 2.029000E+03
1.800000E-03 9.061000E+03 8.760000E+02 4.558800E+04 2.180000E+03
1.900000E-03 9.609000E+03 9.890000E+02 4.844800E+04 2.341000E+03
2.000000E-03 1.018800E+04 1.027000E+03 5.127900E+04 2.456000E+03
2.100000E-03 1.075700E+04 1.117000E+03 5.414700E+04 2.560000E+03
2.200000E-03 1.132200E+04 1.165000E+03 5.691700E+04 2.721000E+03
2.300000E-03 1.186000E+04 1.225000E+03 5.979100E+04 2.807000E+03
2.400000E-03 1.245000E+04 1.317000E+03 6.257200E+04 2.967000E+03
2.500000E-03 1.297700E+04 1.378000E+03 6.542000E+04 3.147000E+03
2.600000E-03 1.356700E+04 1.410000E+03 6.823900E+04 3.291000E+03
2.700000E-03 1.415200E+04 1.461000E+03 7.110900E+04 3.429000E+03
2.800000E-03 1.472000E+04 1.524000E+03 7.390000E+04 3.573000E+03
2.900000E-03 1.525300E+04 1.607000E+03 7.672500E+04 3.694000E+03
3.000000E-03 1.580700E+04 1.643000E+03 7.950900E+04 3.907000E+03
3.100000E-03 1.637700E+04 1.681000E+03 8.234900E+04 4.012000E+03
3.200000E-03 1.697000E+04 1.723000E+03 8.532900E+04 4.139000E+03
3.300000E-03 1.755300E+04 1.831000E+03 8.819900E+04 4.253000E+03
3.400000E-03 1.803900E+04 1.907000E+03 9.106500E+04 4.367000E+03
3.500000E-03 1.859100E+04 1.930000E+03 9.391100E+04 4.534000E+03
3.600000E-03 1.907900E+04 2.022000E+03 9.680500E+04 4.702000E+03
3.700000E-03 1.960000E+04 2.066000E+03 9.961300E+04 4.848000E+03
3.800000E-03 2.016800E+04 2.124000E+03 1.024270E+05 4.996000E+03
3.900000E-03 2.075000E+04 2.154000E+03 1.053360E+05 5.112000E+03
4.000000E-03 2.134300E+04 2.206000E+03 1.081140E+05 5.296000E+03
4.100000E-03 2.190000E+04 2.251000E+03 1.109800E+05 5.456000E+03
4.200000E-03 2.245000E+04 2.309000E+03 1.138760E+05 5.616000E+03
4.300000E-03 2.301600E+04 2.407000E+03 1.167600E+05 5.753000E+03
4.400000E-03 2.356000E+04 2.475000E+03 1.196160E+05 5.957000E+03
4.500000E-03 2.410700E+04 2.512000E+03 1.223740E+05 6.085000E+03
