time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.800000E+01 0.000000E+00 3.640000E+02 0.000000E+00
2.000000E-04 2.270000E+02 0.000000E+00 1.661000E+03 0.000000E+00
3.000000E-04 5.630000E+02 2.000000E+00 3.761000E+03 6.700000E+01
4.000000E-04 1.017000E+03 3.400000E+01 6.315000E+03 1.580000E+02
5.000000E-04 1.542000E+03 1.130000E+02 9.039000E+03 3.090000E+02
6.000000E-04 2.058000E+03 1.480000E+02 1.179100E+04 4.090000E+02
7.000000E-04 2.599000E+03 2.180000E+02 1.456500E+04 6.060000E+02
8.000000E-04 3.169000E+03 2.410000E+02 1.737000E+04 7.690000E+02
9.000000E-04 3.717000E+03 3.010000E+02 2.013300E+04 9.530000E+02
1.000000E-03 4.242000E+03 3.580000E+02 2.286300E+04 1.104000E+03
1.100000E-03 4.757000E+03 4.170000E+02 2.577200E+04 1.227000E+03
1.200000E-03 5.292000E+03 4.590000E+02 2.865800E+04 1.359000E+03
1.300000E-03 5.853000E+03 5.190000E+02 3.148500E+04 1.499000E+03
1.400000E-03 6.429000E+03 5.720000E+02 3.431400E+04 1.704000E+03
1.500000E-03 6.996000E+03 6.550000E+02 3.708100E+04 1.818000E+03
1.600000E-03 7.546000E+03 7.040000E+02 3.992200E+04 1.968000E+03
1.700000E-03 8.083000E+03 7.410000E+02 4.275500E+04 2.197000E+03
1.800000E-03 8.597000E+03 8.090000E+02 4.555800E+04 2.284000E+03
1.900000E-03 9.140000E+03 8.300000E+02 4.832600E+04 2.427000E+03
2.000000E-03 9.758000E+03 8.700000E+02 5.113700E+04 2.620000E+03
2.100000E-03 1.035400E+04 9.550000E+02 5.396900E+04 2.706000E+03
2.200000E-03 1.093900E+04 1.002000E+03 5.678900E+04 2.848000E+03
2.300000E-03 1.148400E+04 1.082000E+03 5.939700E+04 3.025000E+03
2.400000E-03 1.204800E+04 1.112000E+03 6.218400E+04 3.204000E+03
2.500000E-03 1.256000E+04 1.182000E+03 6.494100E+04 3.290000E+03
2.600000E-03 1.308900E+04 1.243000E+03 6.781500E+04 3.441000E+03
2.700000E-03 1.369100E+04 1.277000E+03 7.069400E+04 3.594000E+03
2.800000E-03 1.431300E+04 1.327000E+03 7.355300E+04 3.738000E+03
2.900000E-03 1.495500E+04 1.395000E+03 7.639400E+04 3.917000E+03
3.000000E-03 1.553700E+04 1.445000E+03 7.913900E+04 4.068000E+03
3.100000E-03 1.615900E+04 1.503000E+03 8.184900E+04 4.168000E+03
3.200000E-03 1.676200E+04 1.540000E+03 8.484300E+04 4.276000E+03
3.300000E-03 1.732100E+04 1.581000E+03 8.769300E+04 4.434000E+03
3.400000E-03 1.784700E+04 1.621000E+03 9.057100E+04 4.534000E+03
3.500000E-03 1.841000E+04 1.706000E+03 9.339100E+04 4.694000E+03
