time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.400000E+01 0.000000E+00 3.400000E+02 0.000000E+00
2.000000E-04 2.120000E+02 0.000000E+00 1.752000E+03 0.000000E+00
3.000000E-04 5.290000E+02 0.000000E+00 3.897000E+03 3.100000E+01
4.000000E-04 1.027000E+03 3.200000E+01 6.362000E+03 1.140000E+02
5.000000E-04 1.539000E+03 6.400000E+01 9.147000E+03 2.890000E+02
6.000000E-04 2.137000E+03 1.020000E+02 1.193100E+04 4.230000E+02
7.000000E-04 2.714000E+03 1.310000E+02 1.483400E+04 5.610000E+02
8.000000E-04 3.241000E+03 2.170000E+02 1.757400E+04 7.050000E+02
9.000000E-04 3.809000E+03 2.620000E+02 2.026300E+04 8.690000E+02
1.000000E-03 4.405000E+03 3.150000E+02 2.309500E+04 1.041000E+03
1.100000E-03 4.983000E+03 3.560000E+02 2.596600E+04 1.160000E+03
1.200000E-03 5.555000E+03 4.300000E+02 2.861900E+04 1.289000E+03
1.300000E-03 6.123000E+03 4.790000E+02 3.138100E+04 1.451000E+03
1.400000E-03 6.753000E+03 5.450000E+02 3.426100E+04 1.574000E+03
1.500000E-03 7.361000E+03 5.990000E+02 3.702700E+04 1.705000E+03
1.600000E-03 7.952000E+03 7.130000E+02 3.998000E+04 1.835000E+03
1.700000E-03 8.522000E+03 7.310000E+02 4.278400E+04 2.004000E+03
1.800000E-03 9.052000E+03 7.980000E+02 4.556100E+04 2.140000E+03
1.900000E-03 9.642000E+03 8.450000E+02 4.833300E+04 2.256000E+03
2.000000E-03 1.024800E+04 8.730000E+02 5.126500E+04 2.402000E+03
2.100000E-03 1.079400E+04 9.590000E+02 5.423500E+04 2.504000E+03
2.200000E-03 1.132300E+04 1.046000E+03 5.707900E+04 2.678000E+03
2.300000E-03 1.184500E+04 1.139000E+03 5.987200E+04 2.820000E+03
2.400000E-03 1.232200E+04 1.201000E+03 6.273000E+04 2.939000E+03
2.500000E-03 1.286700E+04 1.268000E+03 6.552200E+04 3.093000E+03
2.600000E-03 1.338300E+04 1.294000E+03 6.835600E+04 3.200000E+03
2.700000E-03 1.394000E+04 1.360000E+03 7.110000E+04 3.336000E+03
2.800000E-03 1.452900E+04 1.401000E+03 7.378700E+04 3.484000E+03
2.900000E-03 1.511200E+04 1.459000E+03 7.652600E+04 3.641000E+03
3.000000E-03 1.573500E+04 1.500000E+03 7.931000E+04 3.779000E+03
3.100000E-03 1.643500E+04 1.538000E+03 8.210300E+04 3.997000E+03
3.200000E-03 1.702200E+04 1.591000E+03 8.485900E+04 4.092000E+03
3.300000E-03 1.764100E+04 1.632000E+03 8.777700E+04 4.210000E+03
3.400000E-03 1.820000E+04 1.690000E+03 9.050500E+04 4.320000E+03
3.500000E-03 1.883200E+04 1.739000E+03 9.339900E+04 4.521000E+03
3.600000E-03 1.934900E+04 1.783000E+03 9.613300E+04 4.709000E+03
3.700000E-03 1.992100E+04 1.804000E+03 9.901400E+04 4.843000E+03
3.800000E-03 2.049200E+04 1.849000E+03 1.018850E+05 4.973000E+03
3.900000E-03 2.111200E+04 1.920000E+03 1.047430E+05 5.092000E+03
4.000000E-03 2.175600E+04 1.957000E+03 1.075710E+05 5.232000E+03
4.100000E-03 2.234800E+04 2.016000E+03 1.103020E+05 5.371000E+03
4.200000E-03 2.294200E+04 2.073000E+03 1.130640E+05 5.548000E+03
4.300000E-03 2.355300E+04 2.104000E+03 1.159210E+05 5.647000E+03
4.400000E-03 2.420600E+04 2.164000E+03 1.186900E+05 5.815000E+03
4.500000E-03 2.485000E+04 2.177000E+03 1.215030E+05 5.939000E+03
4.600000E-03 2.548800E+04 2.223000E+03 1.243750E+05 6.102000E+03
4.700000E-03 2.606600E+04 2.271000E+03 1.272070E+05 6.212000E+03
4.800000E-03 2.664100E+04 2.343000E+03 1.300610E+05 6.308000E+03
4.900000E-03 2.719900E+04 2.424000E+03 1.329800E+05 6.428000E+03
5.000000E-03 2.777100E+04 2.497000E+03 1.357560E+05 6.646000E+03
5.100000E-03 2.834800E+04 2.545000E+03 1.384530E+05 6.799000E+03
5.200000E-03 2.894200E+04 2.601000E+03 1.412660E+05 6.953000E+03
5.300000E-03 2.957300E+04 2.637000E+03 1.440430E+05 7.063000E+03
5.400000E-03 3.012900E+04 2.650000E+03 1.467670E+05 7.274000E+03
5.500000E-03 3.072600E+04 2.721000E+03 1.495320E+05 7.464000E+03
5.600000E-03 3.130000E+04 2.795000E+03 1.523440E+05 7.589000E+03
5.700000E-03 3.183200E+04 2.867000E+03 1.552670E+05 7.651000E+03
5.800000E-03 3.235300E+04 2.928000E+03 1.581130E+05 7.780000E+03
5.900000E-03 3.292800E+04 3.002000E+03 1.609770E+05 7.917000E+03
6.000000E-03 3.350600E+04 3.085000E+03 1.637300E+05 8.026000E+03
6.100000E-03 3.406200E+04 3.144000E+03 1.665790E+05 8.219000E+03
6.200000E-03 3.460700E+04 3.192000E+03 1.693260E+05 8.332000E+03
6.300000E-03 3.512800E+04 3.247000E+03 1.721510E+05 8.494000E+03
6.400000E-03 3.562400E+04 3.287000E+03 1.749500E+05 8.615000E+03
6.500000E-03 3.614100E+04 3.325000E+03 1.777810E+05 8.753000E+03
6.600000E-03 3.664100E+04 3.383000E+03 1.806510E+05 8.938000E+03
6.700000E-03 3.715700E+04 3.463000E+03 1.833300E+05 9.067000E+03
6.800000E-03 3.768500E+04 3.518000E+03 1.861510E+05 9.230000E+03
6.900000E-03 3.826900E+04 3.548000E+03 1.888940E+05 9.384000E+03
7.000000E-03 3.885100E+04 3.600000E+03 1.916560E+05 9.529000E+03
7.100000E-03 3.940700E+04 3.675000E+03 1.943790E+05 9.720000E+03
7.200000E-03 3.999200E+04 3.716000E+03 1.971700E+05 9.869000E+03
7.300000E-03 4.052700E+04 3.755000E+03 1.999080E+05 1.000900E+04
7.400000E-03 4.107100E+04 3.793000E+03 2.027430E+05 1.010600E+04
7.500000E-03 4.160800E+04 3.858000E+03 2.055290E+05 1.025700E+04
7.600000E-03 4.215600E+04 3.956000E+03 2.082470E+05 1.038800E+04
7.700000E-03 4.272300E+04 4.019000E+03 2.110050E+05 1.051700E+04
7.800000E-03 4.328200E+04 4.094000E+03 2.138330E+05 1.063600E+04
7.900000E-03 4.385400E+04 4.122000E+03 2.166390E+05 1.072500E+04
8.000000E-03 4.440200E+04 4.193000E+03 2.194290E+05 1.093300E+04
8.100000E-03 4.492900E+04 4.255000E+03 2.221810E+05 1.103700E+04
8.200000E-03 4.540500E+04 4.312000E+03 2.249100E+05 1.119300E+04
8.300000E-03 4.593600E+04 4.385000E+03 2.277310E+05 1.131400E+04
8.400000E-03 4.651300E+04 4.412000E+03 2.305690E+05 1.145400E+04
8.500000E-03 4.709800E+04 4.496000E+03 2.332470E+05 1.157900E+04
8.600000E-03 4.764000E+04 4.542000E+03 2.360110E+05 1.169100E+04
8.700000E-03 4.819200E+04 4.624000E+03 2.388500E+05 1.189400E+04
8.800000E-03 4.873700E+04 4.700000E+03 2.416760E+05 1.202900E+04
8.900000E-03 4.925200E+04 4.761000E+03 2.445680E+05 1.217400E+04
9.000000E-03 4.975300E+04 4.830000E+03 2.473780E+05 1.228600E+04
9.100000E-03 5.032000E+04 4.870000E+03 2.501950E+05 1.243900E+04
9.200000E-03 5.080800E+04 4.901000E+03 2.530920E+05 1.263700E+04
9.300000E-03 5.139300E+04 4.951000E+03 2.560290E+05 1.280700E+04
9.400000E-03 5.198500E+04 4.985000E+03 2.588240E+05 1.296300E+04
9.500000E-03 5.249100E+04 5.068000E+03 2.615800E+05 1.309800E+04
9.600000E-03 5.301200E+04 5.123000E+03 2.643270E+05 1.323200E+04
9.700000E-03 5.357900E+04 5.190000E+03 2.671570E+05 1.334100E+04
9.800000E-03 5.414000E+04 5.284000E+03 2.699380E+05 1.345200E+04
9.900000E-03 5.472500E+04 5.320000E+03 2.728710E+05 1.360700E+04
1.000000E-02 5.525500E+04 5.367000E+03 2.757170E+05 1.371900E+04
