time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 6.000000E+01 0.000000E+00 3.670000E+02 0.000000E+00
2.000000E-04 2.900000E+02 0.000000E+00 1.795000E+03 0.000000E+00
3.000000E-04 6.830000E+02 0.000000E+00 3.864000E+03 4.600000E+01
4.000000E-04 1.171000E+03 1.900000E+01 6.385000E+03 1.440000E+02
5.000000E-04 1.686000E+03 5.400000E+01 9.101000E+03 3.030000E+02
6.000000E-04 2.212000E+03 1.370000E+02 1.188000E+04 4.440000E+02
7.000000E-04 2.756000E+03 1.900000E+02 1.463300E+04 5.880000E+02
8.000000E-04 3.339000E+03 2.470000E+02 1.749700E+04 7.330000E+02
9.000000E-04 3.939000E+03 2.820000E+02 2.029700E+04 9.100000E+02
1.000000E-03 4.570000E+03 3.230000E+02 2.319600E+04 1.054000E+03
1.100000E-03 5.157000E+03 3.790000E+02 2.597900E+04 1.195000E+03
1.200000E-03 5.748000E+03 4.390000E+02 2.879600E+04 1.342000E+03
1.300000E-03 6.281000E+03 4.870000E+02 3.168500E+04 1.480000E+03
1.400000E-03 6.832000E+03 5.670000E+02 3.448200E+04 1.629000E+03
1.500000E-03 7.453000E+03 6.310000E+02 3.732600E+04 1.786000E+03
1.600000E-03 8.057000E+03 6.950000E+02 4.007700E+04 1.996000E+03
1.700000E-03 8.661000E+03 7.400000E+02 4.294200E+04 2.139000E+03
1.800000E-03 9.316000E+03 8.100000E+02 4.577700E+04 2.267000E+03
1.900000E-03 9.959000E+03 8.750000E+02 4.864700E+04 2.380000E+03
2.000000E-03 1.053400E+04 9.200000E+02 5.158300E+04 2.529000E+03
2.100000E-03 1.109600E+04 9.910000E+02 5.444500E+04 2.684000E+03
2.200000E-03 1.164000E+04 1.026000E+03 5.728600E+04 2.848000E+03
2.300000E-03 1.220800E+04 1.075000E+03 6.004800E+04 2.968000E+03
2.400000E-03 1.277700E+04 1.170000E+03 6.285900E+04 3.144000E+03
2.500000E-03 1.330000E+04 1.218000E+03 6.566300E+04 3.302000E+03
2.600000E-03 1.389200E+04 1.294000E+03 6.846600E+04 3.422000E+03
2.700000E-03 1.447300E+04 1.357000E+03 7.126500E+04 3.555000E+03
2.800000E-03 1.510200E+04 1.408000E+03 7.403100E+04 3.695000E+03
2.900000E-03 1.567300E+04 1.454000E+03 7.693600E+04 3.805000E+03
3.000000E-03 1.627500E+04 1.521000E+03 7.966500E+04 3.944000E+03
3.100000E-03 1.689200E+04 1.585000E+03 8.243500E+04 4.128000E+03
3.200000E-03 1.748100E+04 1.629000E+03 8.523700E+04 4.296000E+03
3.300000E-03 1.801500E+04 1.691000E+03 8.815900E+04 4.469000E+03
3.400000E-03 1.859600E+04 1.736000E+03 9.104100E+04 4.610000E+03
3.500000E-03 1.916600E+04 1.786000E+03 9.385800E+04 4.742000E+03
3.600000E-03 1.975900E+04 1.849000E+03 9.671700E+04 4.892000E+03
3.700000E-03 2.034300E+04 1.905000E+03 9.961300E+04 5.087000E+03
3.800000E-03 2.089500E+04 1.972000E+03 1.024430E+05 5.252000E+03
3.900000E-03 2.140300E+04 2.033000E+03 1.052090E+05 5.404000E+03
4.000000E-03 2.195600E+04 2.069000E+03 1.080830E+05 5.560000E+03
4.100000E-03 2.247600E+04 2.124000E+03 1.108420E+05 5.739000E+03
4.200000E-03 2.298300E+04 2.196000E+03 1.136120E+05 5.849000E+03
4.300000E-03 2.348100E+04 2.234000E+03 1.164310E+05 5.970000E+03
4.400000E-03 2.402800E+04 2.306000E+03 1.191860E+05 6.120000E+03
4.500000E-03 2.458700E+04 2.375000E+03 1.220520E+05 6.305000E+03
4.600000E-03 2.510600E+04 2.448000E+03 1.249090E+05 6.408000E+03
4.700000E-03 2.569800E+04 2.480000E+03 1.277160E+05 6.577000E+03
4.800000E-03 2.623400E+04 2.537000E+03 1.304990E+05 6.688000E+03
4.900000E-03 2.680900E+04 2.621000E+03 1.333870E+05 6.821000E+03
5.000000E-03 2.738300E+04 2.721000E+03 1.361720E+05 7.004000E+03
5.100000E-03 2.791600E+04 2.778000E+03 1.390300E+05 7.186000E+03
5.200000E-03 2.856500E+04 2.830000E+03 1.418480E+05 7.334000E+03
5.300000E-03 2.916300E+04 2.871000E+03 1.446750E+05 7.500000E+03
5.400000E-03 2.975600E+04 2.920000E+03 1.475200E+05 7.619000E+03
5.500000E-03 3.035700E+04 2.979000E+03 1.502970E+05 7.767000E+03
5.600000E-03 3.095600E+04 3.016000E+03 1.529800E+05 7.948000E+03
5.700000E-03 3.152500E+04 3.092000E+03 1.558270E+05 8.071000E+03
5.800000E-03 3.211000E+04 3.177000E+03 1.587010E+05 8.219000E+03
5.900000E-03 3.266300E+04 3.252000E+03 1.615720E+05 8.382000E+03
6.000000E-03 3.329800E+04 3.299000E+03 1.644070E+05 8.550000E+03
6.100000E-03 3.385400E+04 3.353000E+03 1.671230E+05 8.702000E+03
