 time E 'electrons_from_1.2_micromoles_Flavin' 'electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 61 0.000000E+00 0.000000E+00
2.000000E-05 134 0.000000E+00 0.000000E+00
3.000000E-05 207 2.000000E+00 0.000000E+00
4.000000E-05 279 2.000000E+00 0.000000E+00
5.000000E-05 351 1.000000E+01 0.000000E+00
6.000000E-05 419 1.200000E+01 0.000000E+00
7.000000E-05 497 1.600000E+01 0.000000E+00
8.000000E-05 570 2.000000E+01 0.000000E+00
9.000000E-05 644 2.200000E+01 0.000000E+00
1.000000E-04 724 3.000000E+01 0.000000E+00
1.100000E-04 797 3.400000E+01 0.000000E+00
1.200000E-04 897 4.400000E+01 0.000000E+00
1.300000E-04 1003 5.000000E+01 0.000000E+00
1.400000E-04 1096 6.800000E+01 0.000000E+00
1.500000E-04 1188 9.000000E+01 0.000000E+00
1.600000E-04 1273 1.020000E+02 0.000000E+00
1.700000E-04 1343 1.080000E+02 1.000000E+01
1.800000E-04 1441 1.160000E+02 1.000000E+01
1.900000E-04 1536 1.320000E+02 1.000000E+01
2.000000E-04 1641 1.460000E+02 1.000000E+01
2.100000E-04 1722 1.540000E+02 1.000000E+01
2.200000E-04 1820 1.740000E+02 2.000000E+01
2.300000E-04 1886 1.780000E+02 2.000000E+01
2.400000E-04 1980 2.000000E+02 2.000000E+01
2.500000E-04 2070 2.180000E+02 2.000000E+01
2.600000E-04 2147 2.340000E+02 2.000000E+01
2.700000E-04 2248 2.420000E+02 2.000000E+01
2.800000E-04 2324 2.540000E+02 2.000000E+01
2.900000E-04 2415 2.660000E+02 3.000000E+01
3.000000E-04 2526 2.860000E+02 3.000000E+01
3.100000E-04 2626 2.980000E+02 4.000000E+01
3.200000E-04 2736 3.220000E+02 4.000000E+01
3.300000E-04 2827 3.400000E+02 4.000000E+01
3.400000E-04 2920 3.560000E+02 4.000000E+01
3.500000E-04 3029 3.880000E+02 5.000000E+01
3.600000E-04 3115 4.120000E+02 5.000000E+01
3.700000E-04 3211 4.340000E+02 5.000000E+01
3.800000E-04 3318 4.680000E+02 6.000000E+01
3.900000E-04 3444 5.000000E+02 7.000000E+01
4.000000E-04 3539 5.200000E+02 7.000000E+01
4.100000E-04 3647 5.620000E+02 7.000000E+01
4.200000E-04 3756 6.000000E+02 8.000000E+01
4.300000E-04 3845 6.220000E+02 8.000000E+01
4.400000E-04 3949 6.480000E+02 8.000000E+01
4.500000E-04 4050 6.780000E+02 8.000000E+01
4.600000E-04 4144 7.020000E+02 9.000000E+01
4.700000E-04 4237 7.300000E+02 9.000000E+01
4.800000E-04 4328 7.560000E+02 9.000000E+01
4.900000E-04 4429 7.880000E+02 9.000000E+01
5.000000E-04 4532 8.160000E+02 9.000000E+01
5.100000E-04 4627 8.460000E+02 9.000000E+01
5.200000E-04 4721 8.700000E+02 9.000000E+01
5.300000E-04 4830 9.000000E+02 9.000000E+01
5.400000E-04 4936 9.420000E+02 9.000000E+01
5.500000E-04 5036 9.700000E+02 9.000000E+01
5.600000E-04 5152 9.960000E+02 1.100000E+02
5.700000E-04 5262 1.030000E+03 1.100000E+02
5.800000E-04 5379 1.068000E+03 1.100000E+02
5.900000E-04 5480 1.106000E+03 1.200000E+02
6.000000E-04 5597 1.152000E+03 1.200000E+02
6.100000E-04 5693 1.182000E+03 1.200000E+02
6.200000E-04 5794 1.218000E+03 1.500000E+02
6.300000E-04 5912 1.264000E+03 1.500000E+02
6.400000E-04 6010 1.298000E+03 1.500000E+02
6.500000E-04 6100 1.328000E+03 1.500000E+02
6.600000E-04 6194 1.344000E+03 1.500000E+02
6.700000E-04 6303 1.376000E+03 1.500000E+02
6.800000E-04 6431 1.418000E+03 1.500000E+02
6.900000E-04 6533 1.458000E+03 1.500000E+02
7.000000E-04 6635 1.486000E+03 1.600000E+02
7.100000E-04 6741 1.534000E+03 1.600000E+02
7.200000E-04 6862 1.564000E+03 1.700000E+02
7.300000E-04 6962 1.588000E+03 1.700000E+02
7.400000E-04 7073 1.640000E+03 1.700000E+02
7.500000E-04 7189 1.668000E+03 1.700000E+02
7.600000E-04 7326 1.716000E+03 1.700000E+02
7.700000E-04 7428 1.746000E+03 1.700000E+02
7.800000E-04 7540 1.782000E+03 1.700000E+02
7.900000E-04 7656 1.828000E+03 1.700000E+02
8.000000E-04 7769 1.866000E+03 1.700000E+02
8.100000E-04 7891 1.904000E+03 1.700000E+02
8.200000E-04 8015 1.938000E+03 1.700000E+02
8.300000E-04 8120 1.978000E+03 1.700000E+02
8.400000E-04 8254 2.028000E+03 1.800000E+02
8.500000E-04 8389 2.076000E+03 1.800000E+02
8.600000E-04 8513 2.130000E+03 1.800000E+02
8.700000E-04 8608 2.158000E+03 1.800000E+02
8.800000E-04 8739 2.212000E+03 1.800000E+02
8.900000E-04 8844 2.262000E+03 1.900000E+02
9.000000E-04 8952 2.298000E+03 1.900000E+02
9.100000E-04 9083 2.336000E+03 1.900000E+02
9.200000E-04 9207 2.386000E+03 1.900000E+02
9.300000E-04 9331 2.432000E+03 2.000000E+02
9.400000E-04 9463 2.484000E+03 2.000000E+02
9.500000E-04 9569 2.516000E+03 2.100000E+02
9.600000E-04 9687 2.572000E+03 2.200000E+02
9.700000E-04 9804 2.620000E+03 2.200000E+02
9.800000E-04 9926 2.674000E+03 2.200000E+02
9.900000E-04 10045 2.716000E+03 2.200000E+02
1.000000E-03 10174 2.776000E+03 2.200000E+02
