 time E 'electrons_from_0.2_micromoles_Flavin' 'electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 15 0.000000E+00 0.000000E+00
2.000000E-05 35 0.000000E+00 0.000000E+00
3.000000E-05 54 0.000000E+00 0.000000E+00
4.000000E-05 75 0.000000E+00 0.000000E+00
5.000000E-05 99 2.000000E+00 0.000000E+00
6.000000E-05 114 2.000000E+00 0.000000E+00
7.000000E-05 133 2.000000E+00 0.000000E+00
8.000000E-05 149 2.000000E+00 0.000000E+00
9.000000E-05 163 2.000000E+00 0.000000E+00
1.000000E-04 176 2.000000E+00 0.000000E+00
1.100000E-04 199 2.000000E+00 0.000000E+00
1.200000E-04 211 2.000000E+00 0.000000E+00
1.300000E-04 234 2.000000E+00 0.000000E+00
1.400000E-04 251 4.000000E+00 0.000000E+00
1.500000E-04 266 4.000000E+00 0.000000E+00
1.600000E-04 291 6.000000E+00 0.000000E+00
1.700000E-04 321 8.000000E+00 0.000000E+00
1.800000E-04 348 1.400000E+01 0.000000E+00
1.900000E-04 386 1.800000E+01 0.000000E+00
2.000000E-04 413 2.400000E+01 0.000000E+00
2.100000E-04 437 2.600000E+01 0.000000E+00
2.200000E-04 457 2.800000E+01 0.000000E+00
2.300000E-04 490 3.200000E+01 2.000000E+01
2.400000E-04 512 3.400000E+01 2.000000E+01
2.500000E-04 532 3.800000E+01 3.000000E+01
2.600000E-04 557 4.000000E+01 3.000000E+01
2.700000E-04 578 4.800000E+01 3.000000E+01
2.800000E-04 617 5.200000E+01 4.000000E+01
2.900000E-04 657 5.400000E+01 5.000000E+01
3.000000E-04 682 5.600000E+01 5.000000E+01
3.100000E-04 707 5.800000E+01 5.000000E+01
3.200000E-04 734 6.200000E+01 5.000000E+01
3.300000E-04 756 7.400000E+01 5.000000E+01
3.400000E-04 787 8.600000E+01 5.000000E+01
3.500000E-04 807 8.800000E+01 5.000000E+01
3.600000E-04 825 9.200000E+01 5.000000E+01
3.700000E-04 851 9.400000E+01 5.000000E+01
3.800000E-04 891 1.060000E+02 5.000000E+01
3.900000E-04 921 1.100000E+02 5.000000E+01
4.000000E-04 949 1.180000E+02 5.000000E+01
4.100000E-04 969 1.180000E+02 5.000000E+01
4.200000E-04 1009 1.280000E+02 6.000000E+01
4.300000E-04 1043 1.320000E+02 6.000000E+01
4.400000E-04 1076 1.400000E+02 6.000000E+01
4.500000E-04 1103 1.460000E+02 7.000000E+01
4.600000E-04 1133 1.560000E+02 7.000000E+01
4.700000E-04 1154 1.600000E+02 7.000000E+01
4.800000E-04 1184 1.660000E+02 7.000000E+01
4.900000E-04 1214 1.740000E+02 7.000000E+01
5.000000E-04 1243 1.800000E+02 9.000000E+01
5.100000E-04 1271 1.880000E+02 9.000000E+01
5.200000E-04 1304 2.000000E+02 9.000000E+01
5.300000E-04 1333 2.040000E+02 9.000000E+01
5.400000E-04 1365 2.120000E+02 9.000000E+01
5.500000E-04 1397 2.220000E+02 1.000000E+02
5.600000E-04 1429 2.320000E+02 1.000000E+02
5.700000E-04 1455 2.420000E+02 1.000000E+02
5.800000E-04 1476 2.420000E+02 1.000000E+02
5.900000E-04 1513 2.560000E+02 1.000000E+02
6.000000E-04 1543 2.660000E+02 1.000000E+02
6.100000E-04 1569 2.680000E+02 1.000000E+02
6.200000E-04 1612 2.820000E+02 1.000000E+02
6.300000E-04 1646 2.960000E+02 1.000000E+02
6.400000E-04 1686 3.120000E+02 1.000000E+02
6.500000E-04 1715 3.160000E+02 1.200000E+02
6.600000E-04 1741 3.200000E+02 1.200000E+02
6.700000E-04 1780 3.340000E+02 1.200000E+02
6.800000E-04 1813 3.500000E+02 1.200000E+02
6.900000E-04 1836 3.540000E+02 1.200000E+02
7.000000E-04 1873 3.680000E+02 1.200000E+02
7.100000E-04 1902 3.720000E+02 1.200000E+02
7.200000E-04 1948 3.900000E+02 1.300000E+02
7.300000E-04 1993 4.140000E+02 1.400000E+02
7.400000E-04 2019 4.180000E+02 1.400000E+02
7.500000E-04 2049 4.260000E+02 1.400000E+02
7.600000E-04 2080 4.340000E+02 1.400000E+02
7.700000E-04 2109 4.400000E+02 1.400000E+02
7.800000E-04 2137 4.500000E+02 1.500000E+02
7.900000E-04 2170 4.640000E+02 1.500000E+02
8.000000E-04 2204 4.800000E+02 1.500000E+02
8.100000E-04 2236 4.940000E+02 1.600000E+02
8.200000E-04 2279 5.100000E+02 1.700000E+02
8.300000E-04 2307 5.220000E+02 1.700000E+02
8.400000E-04 2350 5.440000E+02 1.700000E+02
8.500000E-04 2385 5.580000E+02 1.800000E+02
8.600000E-04 2414 5.700000E+02 1.800000E+02
8.700000E-04 2447 5.820000E+02 1.800000E+02
8.800000E-04 2486 5.920000E+02 1.800000E+02
8.900000E-04 2519 5.980000E+02 1.900000E+02
9.000000E-04 2553 6.120000E+02 1.900000E+02
9.100000E-04 2594 6.120000E+02 2.000000E+02
9.200000E-04 2632 6.220000E+02 2.000000E+02
9.300000E-04 2656 6.300000E+02 2.000000E+02
9.400000E-04 2680 6.400000E+02 2.000000E+02
9.500000E-04 2722 6.480000E+02 2.000000E+02
9.600000E-04 2747 6.560000E+02 2.000000E+02
9.700000E-04 2785 6.720000E+02 2.000000E+02
9.800000E-04 2825 6.860000E+02 2.100000E+02
9.900000E-04 2859 6.920000E+02 2.100000E+02
1.000000E-03 2899 7.040000E+02 2.100000E+02
