 time E 'electrons_from_0.2_micromoles_Flavin' 'electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 12 0.000000E+00 0.000000E+00
2.000000E-05 30 0.000000E+00 0.000000E+00
3.000000E-05 57 0.000000E+00 0.000000E+00
4.000000E-05 90 2.000000E+00 0.000000E+00
5.000000E-05 123 4.000000E+00 0.000000E+00
6.000000E-05 147 4.000000E+00 0.000000E+00
7.000000E-05 174 1.000000E+01 0.000000E+00
8.000000E-05 206 1.000000E+01 0.000000E+00
9.000000E-05 223 1.000000E+01 0.000000E+00
1.000000E-04 238 1.000000E+01 0.000000E+00
1.100000E-04 254 1.200000E+01 0.000000E+00
1.200000E-04 273 1.200000E+01 0.000000E+00
1.300000E-04 299 1.400000E+01 0.000000E+00
1.400000E-04 322 1.600000E+01 1.000000E+01
1.500000E-04 342 2.400000E+01 1.000000E+01
1.600000E-04 358 2.400000E+01 1.000000E+01
1.700000E-04 384 2.400000E+01 1.000000E+01
1.800000E-04 407 2.600000E+01 1.000000E+01
1.900000E-04 437 3.200000E+01 1.000000E+01
2.000000E-04 459 3.200000E+01 1.000000E+01
2.100000E-04 492 3.600000E+01 1.000000E+01
2.200000E-04 525 3.600000E+01 1.000000E+01
2.300000E-04 545 4.000000E+01 1.000000E+01
2.400000E-04 575 5.000000E+01 2.000000E+01
2.500000E-04 607 5.600000E+01 2.000000E+01
2.600000E-04 635 6.200000E+01 2.000000E+01
2.700000E-04 659 7.200000E+01 2.000000E+01
2.800000E-04 686 7.600000E+01 2.000000E+01
2.900000E-04 705 7.800000E+01 2.000000E+01
3.000000E-04 728 8.200000E+01 2.000000E+01
3.100000E-04 754 8.600000E+01 2.000000E+01
3.200000E-04 781 9.000000E+01 2.000000E+01
3.300000E-04 810 9.600000E+01 2.000000E+01
3.400000E-04 841 1.040000E+02 2.000000E+01
3.500000E-04 868 1.120000E+02 2.000000E+01
3.600000E-04 890 1.180000E+02 2.000000E+01
3.700000E-04 915 1.240000E+02 2.000000E+01
3.800000E-04 944 1.320000E+02 2.000000E+01
3.900000E-04 972 1.400000E+02 2.000000E+01
4.000000E-04 1004 1.480000E+02 2.000000E+01
4.100000E-04 1038 1.580000E+02 2.000000E+01
4.200000E-04 1061 1.640000E+02 2.000000E+01
4.300000E-04 1088 1.740000E+02 2.000000E+01
4.400000E-04 1120 1.800000E+02 3.000000E+01
4.500000E-04 1143 1.900000E+02 3.000000E+01
4.600000E-04 1163 1.940000E+02 3.000000E+01
4.700000E-04 1175 1.960000E+02 3.000000E+01
4.800000E-04 1194 1.980000E+02 3.000000E+01
4.900000E-04 1222 2.080000E+02 3.000000E+01
5.000000E-04 1263 2.180000E+02 5.000000E+01
5.100000E-04 1287 2.260000E+02 6.000000E+01
5.200000E-04 1321 2.320000E+02 7.000000E+01
5.300000E-04 1350 2.420000E+02 8.000000E+01
5.400000E-04 1378 2.460000E+02 9.000000E+01
5.500000E-04 1406 2.560000E+02 9.000000E+01
5.600000E-04 1443 2.700000E+02 9.000000E+01
5.700000E-04 1477 2.820000E+02 9.000000E+01
5.800000E-04 1509 2.900000E+02 9.000000E+01
5.900000E-04 1550 3.020000E+02 9.000000E+01
6.000000E-04 1575 3.080000E+02 1.000000E+02
6.100000E-04 1607 3.180000E+02 1.000000E+02
6.200000E-04 1640 3.300000E+02 1.000000E+02
6.300000E-04 1662 3.340000E+02 1.100000E+02
6.400000E-04 1686 3.440000E+02 1.100000E+02
6.500000E-04 1717 3.600000E+02 1.100000E+02
6.600000E-04 1738 3.700000E+02 1.200000E+02
6.700000E-04 1770 3.820000E+02 1.200000E+02
6.800000E-04 1802 3.900000E+02 1.200000E+02
6.900000E-04 1831 3.960000E+02 1.200000E+02
7.000000E-04 1864 4.040000E+02 1.200000E+02
7.100000E-04 1893 4.080000E+02 1.200000E+02
7.200000E-04 1929 4.160000E+02 1.200000E+02
7.300000E-04 1956 4.260000E+02 1.200000E+02
7.400000E-04 1991 4.420000E+02 1.200000E+02
7.500000E-04 2019 4.560000E+02 1.300000E+02
7.600000E-04 2057 4.680000E+02 1.300000E+02
7.700000E-04 2076 4.700000E+02 1.300000E+02
7.800000E-04 2098 4.760000E+02 1.300000E+02
7.900000E-04 2137 4.880000E+02 1.300000E+02
8.000000E-04 2166 4.980000E+02 1.400000E+02
8.100000E-04 2212 5.160000E+02 1.500000E+02
8.200000E-04 2253 5.280000E+02 1.500000E+02
8.300000E-04 2281 5.400000E+02 1.500000E+02
8.400000E-04 2312 5.520000E+02 1.500000E+02
8.500000E-04 2345 5.620000E+02 1.600000E+02
8.600000E-04 2387 5.740000E+02 1.700000E+02
8.700000E-04 2431 5.920000E+02 1.800000E+02
8.800000E-04 2463 6.020000E+02 1.900000E+02
8.900000E-04 2514 6.220000E+02 2.000000E+02
9.000000E-04 2541 6.340000E+02 2.100000E+02
9.100000E-04 2573 6.380000E+02 2.200000E+02
9.200000E-04 2610 6.580000E+02 2.200000E+02
9.300000E-04 2647 6.720000E+02 2.200000E+02
9.400000E-04 2682 6.880000E+02 2.200000E+02
9.500000E-04 2715 6.940000E+02 2.400000E+02
9.600000E-04 2750 7.040000E+02 2.400000E+02
9.700000E-04 2778 7.140000E+02 2.400000E+02
9.800000E-04 2804 7.260000E+02 2.400000E+02
9.900000E-04 2841 7.380000E+02 2.400000E+02
1.000000E-03 2872 7.480000E+02 2.400000E+02
