 time E 'electrons_from_0.75_micromoles_Flavin' 'electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 41 0.000000E+00 0.000000E+00
2.000000E-05 96 2.000000E+00 0.000000E+00
3.000000E-05 152 2.000000E+00 0.000000E+00
4.000000E-05 225 4.000000E+00 0.000000E+00
5.000000E-05 268 4.000000E+00 0.000000E+00
6.000000E-05 323 8.000000E+00 0.000000E+00
7.000000E-05 372 1.200000E+01 0.000000E+00
8.000000E-05 436 2.200000E+01 1.000000E+01
9.000000E-05 492 2.200000E+01 1.000000E+01
1.000000E-04 550 2.800000E+01 1.000000E+01
1.100000E-04 609 2.800000E+01 1.000000E+01
1.200000E-04 667 3.000000E+01 1.000000E+01
1.300000E-04 725 3.400000E+01 2.000000E+01
1.400000E-04 787 4.000000E+01 2.000000E+01
1.500000E-04 848 4.800000E+01 2.000000E+01
1.600000E-04 902 5.000000E+01 2.000000E+01
1.700000E-04 961 5.800000E+01 2.000000E+01
1.800000E-04 1021 6.600000E+01 2.000000E+01
1.900000E-04 1084 7.200000E+01 2.000000E+01
2.000000E-04 1149 8.200000E+01 2.000000E+01
2.100000E-04 1216 8.800000E+01 4.000000E+01
2.200000E-04 1274 9.800000E+01 5.000000E+01
2.300000E-04 1333 1.000000E+02 7.000000E+01
2.400000E-04 1392 1.140000E+02 7.000000E+01
2.500000E-04 1457 1.220000E+02 7.000000E+01
2.600000E-04 1530 1.380000E+02 7.000000E+01
2.700000E-04 1598 1.480000E+02 7.000000E+01
2.800000E-04 1671 1.600000E+02 8.000000E+01
2.900000E-04 1736 1.820000E+02 9.000000E+01
3.000000E-04 1814 1.920000E+02 9.000000E+01
3.100000E-04 1888 2.080000E+02 9.000000E+01
3.200000E-04 1942 2.140000E+02 9.000000E+01
3.300000E-04 2027 2.280000E+02 1.000000E+02
3.400000E-04 2092 2.380000E+02 1.000000E+02
3.500000E-04 2169 2.480000E+02 1.000000E+02
3.600000E-04 2233 2.600000E+02 1.000000E+02
3.700000E-04 2314 2.860000E+02 1.000000E+02
3.800000E-04 2388 2.980000E+02 1.100000E+02
3.900000E-04 2467 3.160000E+02 1.100000E+02
4.000000E-04 2539 3.260000E+02 1.200000E+02
4.100000E-04 2622 3.480000E+02 1.200000E+02
4.200000E-04 2702 3.760000E+02 1.300000E+02
4.300000E-04 2782 3.980000E+02 1.300000E+02
4.400000E-04 2853 4.180000E+02 1.300000E+02
4.500000E-04 2919 4.360000E+02 1.300000E+02
4.600000E-04 2994 4.600000E+02 1.300000E+02
4.700000E-04 3066 4.680000E+02 1.300000E+02
4.800000E-04 3153 4.880000E+02 1.300000E+02
4.900000E-04 3237 5.200000E+02 1.300000E+02
5.000000E-04 3328 5.420000E+02 1.400000E+02
5.100000E-04 3413 5.720000E+02 1.400000E+02
5.200000E-04 3490 6.020000E+02 1.400000E+02
5.300000E-04 3556 6.160000E+02 1.500000E+02
5.400000E-04 3627 6.480000E+02 1.500000E+02
5.500000E-04 3695 6.720000E+02 1.600000E+02
5.600000E-04 3761 6.860000E+02 1.600000E+02
5.700000E-04 3824 7.080000E+02 1.600000E+02
5.800000E-04 3897 7.320000E+02 1.600000E+02
5.900000E-04 3984 7.620000E+02 1.700000E+02
6.000000E-04 4069 7.920000E+02 1.700000E+02
6.100000E-04 4153 8.140000E+02 1.700000E+02
6.200000E-04 4239 8.500000E+02 1.700000E+02
6.300000E-04 4329 8.780000E+02 1.700000E+02
6.400000E-04 4404 8.980000E+02 1.700000E+02
6.500000E-04 4480 9.140000E+02 1.700000E+02
6.600000E-04 4557 9.380000E+02 1.700000E+02
6.700000E-04 4636 9.720000E+02 1.700000E+02
6.800000E-04 4712 1.000000E+03 1.800000E+02
6.900000E-04 4798 1.020000E+03 1.800000E+02
7.000000E-04 4883 1.054000E+03 1.800000E+02
7.100000E-04 4977 1.088000E+03 1.800000E+02
7.200000E-04 5085 1.124000E+03 1.900000E+02
7.300000E-04 5154 1.154000E+03 1.900000E+02
7.400000E-04 5222 1.172000E+03 2.000000E+02
7.500000E-04 5312 1.206000E+03 2.000000E+02
7.600000E-04 5387 1.234000E+03 2.000000E+02
7.700000E-04 5468 1.256000E+03 2.000000E+02
7.800000E-04 5538 1.288000E+03 2.100000E+02
7.900000E-04 5613 1.306000E+03 2.100000E+02
8.000000E-04 5698 1.334000E+03 2.100000E+02
8.100000E-04 5775 1.358000E+03 2.300000E+02
8.200000E-04 5858 1.382000E+03 2.300000E+02
8.300000E-04 5946 1.414000E+03 2.300000E+02
8.400000E-04 6027 1.430000E+03 2.300000E+02
8.500000E-04 6095 1.466000E+03 2.400000E+02
8.600000E-04 6184 1.500000E+03 2.500000E+02
8.700000E-04 6274 1.528000E+03 2.600000E+02
8.800000E-04 6365 1.546000E+03 2.600000E+02
8.900000E-04 6457 1.578000E+03 2.600000E+02
9.000000E-04 6560 1.624000E+03 2.600000E+02
9.100000E-04 6633 1.662000E+03 2.600000E+02
9.200000E-04 6704 1.688000E+03 2.600000E+02
9.300000E-04 6787 1.714000E+03 2.600000E+02
9.400000E-04 6860 1.736000E+03 2.600000E+02
9.500000E-04 6950 1.770000E+03 2.700000E+02
9.600000E-04 7042 1.810000E+03 2.700000E+02
9.700000E-04 7118 1.838000E+03 2.800000E+02
9.800000E-04 7192 1.860000E+03 2.900000E+02
9.900000E-04 7262 1.884000E+03 2.900000E+02
1.000000E-03 7361 1.920000E+03 2.900000E+02
