 time E 'electrons_from_0.75_micromoles_Flavin' 'electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 32 0.000000E+00 0.000000E+00
2.000000E-05 73 2.000000E+00 0.000000E+00
3.000000E-05 122 2.000000E+00 0.000000E+00
4.000000E-05 165 4.000000E+00 0.000000E+00
5.000000E-05 232 4.000000E+00 0.000000E+00
6.000000E-05 285 4.000000E+00 0.000000E+00
7.000000E-05 339 8.000000E+00 0.000000E+00
8.000000E-05 395 8.000000E+00 0.000000E+00
9.000000E-05 449 1.200000E+01 0.000000E+00
1.000000E-04 506 1.600000E+01 0.000000E+00
1.100000E-04 563 2.200000E+01 0.000000E+00
1.200000E-04 619 2.600000E+01 0.000000E+00
1.300000E-04 665 3.200000E+01 0.000000E+00
1.400000E-04 736 4.000000E+01 0.000000E+00
1.500000E-04 803 4.800000E+01 0.000000E+00
1.600000E-04 859 5.000000E+01 0.000000E+00
1.700000E-04 912 5.600000E+01 0.000000E+00
1.800000E-04 982 7.200000E+01 0.000000E+00
1.900000E-04 1044 8.000000E+01 0.000000E+00
2.000000E-04 1106 9.400000E+01 0.000000E+00
2.100000E-04 1174 1.040000E+02 0.000000E+00
2.200000E-04 1241 1.120000E+02 0.000000E+00
2.300000E-04 1293 1.220000E+02 0.000000E+00
2.400000E-04 1378 1.320000E+02 0.000000E+00
2.500000E-04 1442 1.440000E+02 0.000000E+00
2.600000E-04 1499 1.540000E+02 0.000000E+00
2.700000E-04 1565 1.660000E+02 0.000000E+00
2.800000E-04 1632 1.740000E+02 0.000000E+00
2.900000E-04 1703 1.880000E+02 0.000000E+00
3.000000E-04 1768 2.080000E+02 0.000000E+00
3.100000E-04 1841 2.260000E+02 0.000000E+00
3.200000E-04 1924 2.460000E+02 2.000000E+01
3.300000E-04 2010 2.680000E+02 2.000000E+01
3.400000E-04 2073 2.800000E+02 2.000000E+01
3.500000E-04 2129 2.900000E+02 2.000000E+01
3.600000E-04 2201 3.020000E+02 3.000000E+01
3.700000E-04 2261 3.100000E+02 3.000000E+01
3.800000E-04 2338 3.260000E+02 4.000000E+01
3.900000E-04 2411 3.420000E+02 4.000000E+01
4.000000E-04 2485 3.680000E+02 4.000000E+01
4.100000E-04 2571 3.860000E+02 4.000000E+01
4.200000E-04 2633 4.060000E+02 4.000000E+01
4.300000E-04 2713 4.200000E+02 4.000000E+01
4.400000E-04 2763 4.320000E+02 4.000000E+01
4.500000E-04 2812 4.480000E+02 4.000000E+01
4.600000E-04 2882 4.620000E+02 4.000000E+01
4.700000E-04 2964 4.800000E+02 4.000000E+01
4.800000E-04 3043 5.020000E+02 5.000000E+01
4.900000E-04 3111 5.240000E+02 5.000000E+01
5.000000E-04 3190 5.520000E+02 5.000000E+01
5.100000E-04 3257 5.700000E+02 5.000000E+01
5.200000E-04 3339 6.020000E+02 5.000000E+01
5.300000E-04 3432 6.260000E+02 5.000000E+01
5.400000E-04 3510 6.520000E+02 6.000000E+01
5.500000E-04 3584 6.700000E+02 6.000000E+01
5.600000E-04 3660 6.960000E+02 7.000000E+01
5.700000E-04 3742 7.260000E+02 8.000000E+01
5.800000E-04 3802 7.440000E+02 8.000000E+01
5.900000E-04 3877 7.620000E+02 9.000000E+01
6.000000E-04 3958 7.880000E+02 1.200000E+02
6.100000E-04 4036 8.200000E+02 1.200000E+02
6.200000E-04 4117 8.380000E+02 1.400000E+02
6.300000E-04 4202 8.640000E+02 1.400000E+02
6.400000E-04 4281 8.840000E+02 1.500000E+02
6.500000E-04 4384 9.240000E+02 1.500000E+02
6.600000E-04 4456 9.480000E+02 1.600000E+02
6.700000E-04 4533 9.760000E+02 1.700000E+02
6.800000E-04 4607 9.980000E+02 1.900000E+02
6.900000E-04 4681 1.022000E+03 1.900000E+02
7.000000E-04 4752 1.044000E+03 1.900000E+02
7.100000E-04 4818 1.072000E+03 2.100000E+02
7.200000E-04 4893 1.096000E+03 2.100000E+02
7.300000E-04 4979 1.134000E+03 2.200000E+02
7.400000E-04 5050 1.160000E+03 2.200000E+02
7.500000E-04 5122 1.196000E+03 2.200000E+02
7.600000E-04 5213 1.216000E+03 2.300000E+02
7.700000E-04 5303 1.248000E+03 2.300000E+02
7.800000E-04 5382 1.268000E+03 2.300000E+02
7.900000E-04 5452 1.298000E+03 2.300000E+02
8.000000E-04 5518 1.320000E+03 2.300000E+02
8.100000E-04 5595 1.346000E+03 2.300000E+02
8.200000E-04 5674 1.384000E+03 2.300000E+02
8.300000E-04 5769 1.404000E+03 2.300000E+02
8.400000E-04 5848 1.428000E+03 2.400000E+02
8.500000E-04 5929 1.442000E+03 2.400000E+02
8.600000E-04 5998 1.468000E+03 2.500000E+02
8.700000E-04 6096 1.502000E+03 2.500000E+02
8.800000E-04 6168 1.524000E+03 2.500000E+02
8.900000E-04 6248 1.548000E+03 2.600000E+02
9.000000E-04 6327 1.578000E+03 2.600000E+02
9.100000E-04 6412 1.606000E+03 2.700000E+02
9.200000E-04 6485 1.634000E+03 2.700000E+02
9.300000E-04 6568 1.658000E+03 2.700000E+02
9.400000E-04 6659 1.690000E+03 2.900000E+02
9.500000E-04 6738 1.710000E+03 2.900000E+02
9.600000E-04 6840 1.750000E+03 2.900000E+02
9.700000E-04 6936 1.786000E+03 2.900000E+02
9.800000E-04 7004 1.810000E+03 2.900000E+02
9.900000E-04 7085 1.840000E+03 3.000000E+02
1.000000E-03 7167 1.866000E+03 3.000000E+02
