 time E 'electrons_from_0.45_micromoles_Flavin' 'electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 31 0.000000E+00 0.000000E+00
2.000000E-05 78 0.000000E+00 0.000000E+00
3.000000E-05 111 0.000000E+00 0.000000E+00
4.000000E-05 153 0.000000E+00 0.000000E+00
5.000000E-05 196 0.000000E+00 0.000000E+00
6.000000E-05 234 0.000000E+00 0.000000E+00
7.000000E-05 273 2.000000E+00 1.000000E+01
8.000000E-05 310 2.000000E+00 2.000000E+01
9.000000E-05 359 8.000000E+00 2.000000E+01
1.000000E-04 405 1.000000E+01 2.000000E+01
1.100000E-04 449 1.400000E+01 2.000000E+01
1.200000E-04 498 1.800000E+01 2.000000E+01
1.300000E-04 543 2.000000E+01 2.000000E+01
1.400000E-04 581 2.400000E+01 2.000000E+01
1.500000E-04 622 3.800000E+01 2.000000E+01
1.600000E-04 669 4.400000E+01 2.000000E+01
1.700000E-04 716 5.600000E+01 2.000000E+01
1.800000E-04 758 6.400000E+01 2.000000E+01
1.900000E-04 820 7.200000E+01 2.000000E+01
2.000000E-04 859 8.200000E+01 2.000000E+01
2.100000E-04 903 8.800000E+01 2.000000E+01
2.200000E-04 943 9.200000E+01 2.000000E+01
2.300000E-04 985 1.020000E+02 3.000000E+01
2.400000E-04 1034 1.100000E+02 3.000000E+01
2.500000E-04 1091 1.240000E+02 3.000000E+01
2.600000E-04 1155 1.400000E+02 3.000000E+01
2.700000E-04 1209 1.560000E+02 3.000000E+01
2.800000E-04 1259 1.740000E+02 4.000000E+01
2.900000E-04 1304 1.780000E+02 4.000000E+01
3.000000E-04 1350 1.920000E+02 4.000000E+01
3.100000E-04 1404 2.020000E+02 4.000000E+01
3.200000E-04 1448 2.180000E+02 4.000000E+01
3.300000E-04 1504 2.320000E+02 4.000000E+01
3.400000E-04 1554 2.440000E+02 5.000000E+01
3.500000E-04 1603 2.600000E+02 5.000000E+01
3.600000E-04 1656 2.760000E+02 5.000000E+01
3.700000E-04 1696 2.840000E+02 6.000000E+01
3.800000E-04 1749 2.900000E+02 7.000000E+01
3.900000E-04 1796 3.000000E+02 9.000000E+01
4.000000E-04 1836 3.080000E+02 1.000000E+02
4.100000E-04 1896 3.300000E+02 1.000000E+02
4.200000E-04 1939 3.360000E+02 1.100000E+02
4.300000E-04 1995 3.500000E+02 1.100000E+02
4.400000E-04 2040 3.580000E+02 1.100000E+02
4.500000E-04 2096 3.700000E+02 1.100000E+02
4.600000E-04 2142 3.800000E+02 1.100000E+02
4.700000E-04 2196 3.940000E+02 1.100000E+02
4.800000E-04 2247 4.060000E+02 1.200000E+02
4.900000E-04 2298 4.180000E+02 1.200000E+02
5.000000E-04 2349 4.260000E+02 1.400000E+02
5.100000E-04 2406 4.380000E+02 1.400000E+02
5.200000E-04 2455 4.540000E+02 1.400000E+02
5.300000E-04 2514 4.720000E+02 1.600000E+02
5.400000E-04 2558 4.780000E+02 1.600000E+02
5.500000E-04 2611 4.900000E+02 1.700000E+02
5.600000E-04 2659 4.980000E+02 1.700000E+02
5.700000E-04 2708 5.280000E+02 1.700000E+02
5.800000E-04 2750 5.380000E+02 1.700000E+02
5.900000E-04 2794 5.520000E+02 1.700000E+02
6.000000E-04 2873 5.860000E+02 1.700000E+02
6.100000E-04 2924 6.000000E+02 1.800000E+02
6.200000E-04 2976 6.140000E+02 1.800000E+02
6.300000E-04 3032 6.260000E+02 1.800000E+02
6.400000E-04 3086 6.400000E+02 1.800000E+02
6.500000E-04 3137 6.540000E+02 1.800000E+02
6.600000E-04 3191 6.720000E+02 1.800000E+02
6.700000E-04 3257 6.980000E+02 1.800000E+02
6.800000E-04 3311 7.120000E+02 1.900000E+02
6.900000E-04 3363 7.300000E+02 1.900000E+02
7.000000E-04 3442 7.560000E+02 1.900000E+02
7.100000E-04 3507 7.760000E+02 2.000000E+02
7.200000E-04 3574 8.120000E+02 2.100000E+02
7.300000E-04 3616 8.240000E+02 2.100000E+02
7.400000E-04 3678 8.360000E+02 2.200000E+02
7.500000E-04 3728 8.460000E+02 2.200000E+02
7.600000E-04 3785 8.640000E+02 2.400000E+02
7.700000E-04 3854 8.920000E+02 2.400000E+02
7.800000E-04 3909 9.140000E+02 2.400000E+02
7.900000E-04 3982 9.380000E+02 2.400000E+02
8.000000E-04 4052 9.700000E+02 2.400000E+02
8.100000E-04 4106 9.840000E+02 2.400000E+02
8.200000E-04 4172 9.980000E+02 2.400000E+02
8.300000E-04 4251 1.036000E+03 2.500000E+02
8.400000E-04 4308 1.058000E+03 2.500000E+02
8.500000E-04 4361 1.072000E+03 2.600000E+02
8.600000E-04 4423 1.102000E+03 2.600000E+02
8.700000E-04 4483 1.122000E+03 2.600000E+02
8.800000E-04 4557 1.148000E+03 2.600000E+02
8.900000E-04 4620 1.158000E+03 2.600000E+02
9.000000E-04 4681 1.174000E+03 2.700000E+02
9.100000E-04 4745 1.208000E+03 2.700000E+02
9.200000E-04 4824 1.234000E+03 2.700000E+02
9.300000E-04 4895 1.260000E+03 2.700000E+02
9.400000E-04 4975 1.286000E+03 2.800000E+02
9.500000E-04 5036 1.314000E+03 2.800000E+02
9.600000E-04 5116 1.334000E+03 2.800000E+02
9.700000E-04 5181 1.352000E+03 2.800000E+02
9.800000E-04 5241 1.378000E+03 2.900000E+02
9.900000E-04 5304 1.400000E+03 2.900000E+02
1.000000E-03 5368 1.424000E+03 2.900000E+02
